-1.705955152800432425e-07,3.109370257575983762e-08,-1.078266051450565096e-07,-5.993491828090072303e-08,6.109146831078658082e-10,2.132217440931121477e-08,-1.933864560473509104e-08,1.506452019817811368e-08,-3.302467783819787003e-08,7.710486631301916559e-12,0.000000000000000000e+00
-4.639383851641193746e-06,1.158002451047869290e-06,-4.829862807016849169e-07,-3.654726283070515149e-07,-3.390977405252027987e-07,5.090298020903819185e-08,3.150542704271078768e-07,-1.623491637168623028e-07,-3.929576792140487372e-08,1.224483329874238449e-10,0.000000000000000000e+00
2.696702559243414841e-06,-7.662784998468062713e-07,-2.551758824262419380e-07,-1.933422582838545260e-07,4.147674758307063873e-07,1.580315806025886358e-08,-2.633718103086074114e-07,1.312771607172856212e-07,-1.063307364376971779e-07,-7.373268954482806319e-11,0.000000000000000000e+00
-2.978674313735656008e-06,6.088715183090574668e-07,3.959839691852286098e-08,1.037884902648294634e-07,-4.918129443777557768e-07,1.054965861244420857e-07,1.171663698079631889e-07,-2.579650529033339741e-08,-3.411487098503433733e-08,1.087943940547382472e-10,-0.000000000000000000e+00
7.453341984019658900e-06,-1.895645788492514274e-06,-5.829739550661057716e-08,5.615303343692829328e-07,3.279106641064679678e-07,1.110053078172306313e-07,-7.497135999396664691e-07,3.940994858843317253e-07,-9.813083750215567224e-08,-1.043213101269638503e-10,-0.000000000000000000e+00
2.947848041848161258e-06,-9.853328002858987017e-07,6.946379137479345971e-08,-1.283946658441129947e-07,4.822909569432027782e-07,1.933047503760306908e-08,-2.793677771709015255e-07,2.045792722950209162e-07,-1.371465768163140014e-07,-1.154798758178004075e-10,-0.000000000000000000e+00
3.421592866771384589e-06,-1.302336398524104929e-06,5.899560295078548210e-07,-1.177481605359368847e-07,6.117289909539962957e-07,-4.216758758042916316e-08,-2.574161095815689093e-07,2.470164057650245208e-07,-1.162196521498690062e-07,-1.564809360152507641e-10,-0.000000000000000000e+00
-2.111167561494237972e-06,2.388362675010460853e-07,-1.594981864713507776e-06,-4.540596711766532228e-07,-2.485149199908360563e-07,2.932918516391758718e-07,-2.431272072795140040e-07,1.411662467714773972e-07,-3.492695497186514013e-07,1.739273749089256608e-10,-0.000000000000000000e+00
1.569371380353810857e-06,-2.841633901841810014e-07,2.130894698211332855e-06,1.001946724269475032e-06,-2.663530544515062143e-07,-9.382770373177458615e-08,9.451221194237671350e-08,-3.081240292047482048e-08,2.793942081681093391e-07,-1.504619643020222656e-10,0.000000000000000000e+00
-3.186026387472850397e-06,1.145010362662197597e-06,1.071654686214883572e-06,-7.722266518688444442e-08,-2.634631845051747516e-07,-8.964786288129389354e-08,3.684154361736299756e-07,-7.540455119949215919e-08,1.152624015410920075e-07,-9.298956520943123992e-12,-0.000000000000000000e+00
6.280526657211933865e-07,-3.182065456327540089e-08,-2.068152627861550616e-07,2.682157560463317487e-08,2.972794912498486986e-08,1.396607005148747997e-08,-4.758544109098251926e-08,2.098607035414967914e-08,-1.149320656533130916e-08,-1.203264786107046469e-11,0.000000000000000000e+00
-7.302464891001871498e-07,3.933204300021634567e-08,1.311263262349667514e-07,-1.100356930199723006e-07,4.789973323645985138e-08,-3.276299827857483570e-08,8.339577550467774676e-08,-3.199189473098550817e-08,9.665021972243386690e-09,2.793220166138385610e-12,0.000000000000000000e+00
1.841786277332139801e-06,-3.511513632048141404e-07,-1.602987688449088041e-07,3.104877373840739009e-08,1.744941425125300672e-07,8.687880138396818706e-09,-1.567235691021774712e-07,6.289947670800243414e-08,-2.401229139808289689e-08,-4.551860054882424339e-11,0.000000000000000000e+00
-1.080957644752199287e-07,6.794512100676336564e-08,-2.557107431617849473e-08,1.095877201345983579e-08,-3.227004864793456995e-08,4.052174982196132611e-09,1.080153967088023338e-08,-6.273304886733984788e-09,3.259795685088112481e-09,4.029262499606383569e-12,0.000000000000000000e+00
1.343683931749412603e-07,-8.165102009570858285e-08,1.939778219373068377e-07,2.503764153535509448e-08,2.792714863623410766e-08,-2.395423906192717505e-08,4.492256158660582221e-09,-5.200611405667489102e-09,2.164328391892767266e-08,-9.176958860340164632e-12,0.000000000000000000e+00
4.269118192539210322e-07,-9.303503458478048559e-08,1.168646090770171911e-07,4.904010455244225453e-08,2.863378091305550888e-08,-2.305270011161017809e-08,-9.474308346287003802e-09,4.982182151611402135e-09,2.035482913247958034e-08,-1.248585778663678271e-11,0.000000000000000000e+00
-7.390868777984743316e-07,3.331388006377848051e-07,-3.929637751218476236e-07,-7.032464962782881440e-08,-8.747544974919857222e-08,4.888094881792398775e-08,1.652378282742703918e-08,-1.690328769435996820e-08,-3.254327011728872733e-08,2.796635133023444843e-11,0.000000000000000000e+00
2.127834929856219816e-07,8.613433560052505785e-08,-3.654270922016584774e-08,8.577543825925175743e-08,-4.989467728711143663e-08,2.876824767926428137e-09,-9.785042462976469383e-09,-4.907267301624397145e-09,1.779209099270206404e-08,-8.631894789070208951e-13,0.000000000000000000e+00
-8.146958146687705938e-07,2.394682614133573237e-07,-2.449942616709093572e-07,-1.073107448392600022e-07,-2.118479236236089400e-08,3.218055195324960746e-10,7.088998718154564427e-08,-4.299252480886860764e-08,-4.433874624854384302e-09,2.252638842787104415e-11,0.000000000000000000e+00
-5.024946578881956256e-07,-6.020105329370584673e-08,5.197642398175289515e-07,1.726003589656999060e-07,-1.445802813892214084e-07,7.037682414040459058e-09,1.550501375087772378e-08,3.620448908227414800e-08,1.331266988877493789e-08,1.145789104533465526e-11,-0.000000000000000000e+00
-8.197262461792104498e-07,2.561937679603346943e-07,-6.771531376939199326e-09,-6.410206308110952164e-09,-8.139286267180766034e-08,-1.666261197676456983e-08,1.033492758707191114e-07,-6.142060355675452501e-08,3.566137718952308121e-08,1.634188356117105990e-11,0.000000000000000000e+00
1.390999512293122559e-07,-9.418461515558654448e-08,2.100563777986150380e-07,5.901320212632608211e-08,-3.559417166789676997e-09,-3.799219555575008213e-09,-1.197911331651202287e-08,2.480887198868335484e-08,2.128421241567113233e-09,-1.027711845504303873e-11,0.000000000000000000e+00
5.929967096059225862e-07,-1.043174080869536012e-07,-2.065271239600873908e-07,-5.366753938602337730e-08,9.990771317484358956e-08,8.179750691434163657e-09,-4.810299945476114374e-08,2.175849691233385181e-08,-2.311156440791040318e-08,-1.754966476798744195e-11,0.000000000000000000e+00
-1.979710912416480234e-07,-1.065450865098570166e-07,1.342574991715494432e-07,-5.570019895580686633e-08,1.777186874341754379e-08,-9.572419297137125677e-11,1.668912532796092857e-09,8.202048506245289890e-09,-1.469204101959573167e-08,3.037960067194716626e-12,0.000000000000000000e+00
-8.816830668812295159e-07,1.236717747091937385e-07,1.029801182854357873e-07,-5.188259086113206587e-08,-3.932955293734848204e-08,-1.523194632488659373e-08,8.033236144666206602e-08,-3.304644406803614090e-08,1.121664094210208545e-08,1.741377651818830918e-11,0.000000000000000000e+00
4.967560003224763533e-07,-8.911370956345091198e-08,1.599304148721145951e-07,1.291753476678331532e-07,-4.174335903090692589e-08,9.890896436137905403e-09,-4.510645025507782931e-08,3.306284135675785836e-08,8.309487056568592343e-09,-1.142209415557825223e-11,0.000000000000000000e+00
2.802124121678535615e-07,-9.532225687399232552e-08,-2.210374629603172025e-07,-1.119779675832787439e-07,7.842968481067007433e-08,1.668241676125732240e-08,-5.367112175335802530e-08,1.558707918984273623e-08,-4.128019084411895282e-08,7.195525258294947817e-13,0.000000000000000000e+00
1.123547847692557799e-06,-1.881807294194044255e-07,-1.770843755149909594e-07,4.068222912815473841e-08,6.242947443933458389e-08,2.653751795329668879e-08,-1.197693816216109020e-07,4.852753485610381633e-08,-2.706933484788038021e-08,-1.749026414475286845e-11,0.000000000000000000e+00
8.286753328723025743e-07,-2.241614767829271620e-07,-6.009444255530941090e-08,-9.802273987801313414e-08,1.809386830068842781e-07,-2.956714612387294657e-08,-4.491015310700386130e-08,1.157749535388428956e-08,-8.674082088757733848e-09,-2.827338221920901810e-11,0.000000000000000000e+00
1.782116641592951668e-07,-7.568351786824291646e-08,2.446794560177390172e-07,2.268882603033916937e-07,-1.640000524188381679e-07,4.068379177764601174e-08,-5.297034943526538235e-08,4.655017866168474156e-08,2.991274584910986065e-09,8.561595549874039988e-12,0.000000000000000000e+00
-7.129141058995576828e-07,2.086090403790304339e-07,1.436190355184763894e-07,1.129330629447058345e-07,-1.660637448001729357e-07,1.258589479161599399e-08,5.698436608781436084e-08,-1.843484322763257612e-08,2.400004566255386075e-08,1.980384074044218428e-11,0.000000000000000000e+00
-2.355502541322157065e-06,5.897745129440797640e-07,7.956138986923816258e-09,7.466097984319950038e-08,-3.431034345985165093e-07,5.040428627624966882e-08,1.548435361687467419e-07,-5.548745635114680473e-08,1.093307096253864656e-08,6.802128986894959102e-11,0.000000000000000000e+00
-1.068745502693927322e-07,8.585435899167537441e-08,-2.007567244036390525e-07,-2.693468800049506672e-08,-1.157650311972033202e-08,2.381713972813414705e-08,-3.231969303122371625e-09,2.355201395039688544e-09,-1.814115304587598197e-08,3.662166716754559108e-12,0.000000000000000000e+00
